AUUC,Method
4.832352238805969,LogrRe
3.6315805970149246,LogrRa
1.2840402985074628,SvmRe
9.794144776119404,SvmRa
3.909447761194029,RfRe
12.070501492537314,RfRa
15.458364179104478,CTR
